ensembl_gene_id	external_gene_name	ensembl_transcript_id	description	chromosome_name	start_position	end_position	strand
2208	WBGene00001330	eps-8	Y57G11C.24a.3	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2209	WBGene00001330	eps-8	Y57G11C.24d.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2210	WBGene00001330	eps-8	Y57G11C.24d.2	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2211	WBGene00001330	eps-8	Y57G11C.24d.3	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2212	WBGene00001330	eps-8	Y57G11C.24d.4	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2213	WBGene00001330	eps-8	Y57G11C.24d.5	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2214	WBGene00001330	eps-8	Y57G11C.24d.6	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2215	WBGene00001330	eps-8	Y57G11C.24d.7	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2216	WBGene00001330	eps-8	Y57G11C.24d.8	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2217	WBGene00001330	eps-8	Y57G11C.24d.9	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2218	WBGene00001330	eps-8	Y57G11C.24e.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2219	WBGene00001330	eps-8	Y57G11C.24g.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2220	WBGene00001330	eps-8	Y57G11C.24h.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2221	WBGene00001330	eps-8	Y57G11C.24i.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2222	WBGene00001330	eps-8	Y57G11C.24j.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2223	WBGene00001330	eps-8	Y57G11C.24j.2	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2224	WBGene00001330	eps-8	Y57G11C.24j.3	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2225	WBGene00001330	eps-8	Y57G11C.24k.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2226	WBGene00001330	eps-8	Y57G11C.24k.2	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2227	WBGene00001330	eps-8	Y57G11C.24k.3	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2228	WBGene00001330	eps-8	Y57G11C.24k.4	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2229	WBGene00001330	eps-8	Y57G11C.24k.5	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2230	WBGene00001330	eps-8	Y57G11C.24k.6	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2231	WBGene00001330	eps-8	Y57G11C.24k.7	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2232	WBGene00001330	eps-8	Y57G11C.24k.8	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2233	WBGene00001330	eps-8	Y57G11C.24k.9	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2234	WBGene00001330	eps-8	Y57G11C.24l.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2235	WBGene00001330	eps-8	Y57G11C.24m.1	EPS (Human endocytosis) related  [Source:UniProtKB/TrEMBL;Acc:Q7YTG1]	IV	14879490	14900652	1
2236	WBGene00001331	erd-2.1	F09B9.3.1	ER lumen protein-retaining receptor  [Source:UniProtKB/Swiss-Prot;Acc:P48583]	X	10156858	10160438	-1
2237	WBGene00001332	eri-1	T07A9.5a.1	3'-5' exonuclease eri-1  [Source:UniProtKB/Swiss-Prot;Acc:O44406]	IV	415635	419958	-1
2238	WBGene00001332	eri-1	T07A9.5b.1	3'-5' exonuclease eri-1  [Source:UniProtKB/Swiss-Prot;Acc:O44406]	IV	415635	419958	-1
2239	WBGene00001332	eri-1	T07A9.5c.1	3'-5' exonuclease eri-1  [Source:UniProtKB/Swiss-Prot;Acc:O44406]	IV	415635	419958	-1
2240	WBGene00001332	eri-1	T07A9.5d.1	3'-5' exonuclease eri-1  [Source:UniProtKB/Swiss-Prot;Acc:O44406]	IV	415635	419958	-1
2241	WBGene00001333	erm-1	C01G8.5a.1	ERM-1B; Ezrin/Radixin/Moesin  [Source:UniProtKB/TrEMBL;Acc:G5EBK3]	I	5284062	5291604	-1
2242	WBGene00001333	erm-1	C01G8.5b.1	ERM-1B; Ezrin/Radixin/Moesin  [Source:UniProtKB/TrEMBL;Acc:G5EBK3]	I	5284062	5291604	-1
2243	WBGene00001334	ero-1	Y105E8B.8a.1	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2244	WBGene00001334	ero-1	Y105E8B.8a.2	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2245	WBGene00001334	ero-1	Y105E8B.8a.3	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2246	WBGene00001334	ero-1	Y105E8B.8b.1	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2247	WBGene00001334	ero-1	Y105E8B.8b.2	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2248	WBGene00001334	ero-1	Y105E8B.8c.1	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2249	WBGene00001334	ero-1	Y105E8B.8c.2	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2250	WBGene00001334	ero-1	Y105E8B.8c.3	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2251	WBGene00001334	ero-1	Y105E8B.8d.1	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2252	WBGene00001334	ero-1	Y105E8B.8e.1	Endoplasmic reticulum oxidoreductin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q7YTU4]	I	14663209	14674822	1
2253	WBGene00001335	F35A5.8	F35A5.8a.1		X	3800045	3802771	-1
2254	WBGene00001335	F35A5.8	F35A5.8b.1		X	3800045	3802771	-1
2255	WBGene00001335	F35A5.8	F35A5.8c.1		X	3800045	3802771	-1
2256	WBGene00001336	qars-1	Y41E3.4a.1	Probable glutamine--tRNA ligase  [Source:UniProtKB/Swiss-Prot;Acc:O62431]	IV	15008503	15013183	-1
2257	WBGene00001336	qars-1	Y41E3.4b.1	Probable glutamine--tRNA ligase  [Source:UniProtKB/Swiss-Prot;Acc:O62431]	IV	15008503	15013183	-1
2258	WBGene00001336	qars-1	Y41E3.4b.2	Probable glutamine--tRNA ligase  [Source:UniProtKB/Swiss-Prot;Acc:O62431]	IV	15008503	15013183	-1
2259	WBGene00001336	qars-1	Y41E3.4c.1	Probable glutamine--tRNA ligase  [Source:UniProtKB/Swiss-Prot;Acc:O62431]	IV	15008503	15013183	-1
2260	WBGene00001336	qars-1	Y41E3.4d.1	Probable glutamine--tRNA ligase  [Source:UniProtKB/Swiss-Prot;Acc:O62431]	IV	15008503	15013183	-1
2261	WBGene00001337	ears-1	ZC434.5.1	Glutamyl(E) Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:Q23315]	I	10336395	10341178	1
2262	WBGene00001337	ears-1	ZC434.5.2	Glutamyl(E) Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:Q23315]	I	10336395	10341178	1
2263	WBGene00001338	ears-2	T07A9.2.1	Glutamyl(E) Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:O44413]	IV	388686	390468	-1
2264	WBGene00001340	etr-1	T01D1.2a.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2265	WBGene00001340	etr-1	T01D1.2a.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2266	WBGene00001340	etr-1	T01D1.2a.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2267	WBGene00001340	etr-1	T01D1.2a.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2268	WBGene00001340	etr-1	T01D1.2a.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2269	WBGene00001340	etr-1	T01D1.2b.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2270	WBGene00001340	etr-1	T01D1.2b.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2271	WBGene00001340	etr-1	T01D1.2b.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2272	WBGene00001340	etr-1	T01D1.2b.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2273	WBGene00001340	etr-1	T01D1.2b.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2274	WBGene00001340	etr-1	T01D1.2c	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2275	WBGene00001340	etr-1	T01D1.2d.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2276	WBGene00001340	etr-1	T01D1.2d.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2277	WBGene00001340	etr-1	T01D1.2d.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2278	WBGene00001340	etr-1	T01D1.2d.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2279	WBGene00001340	etr-1	T01D1.2d.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2280	WBGene00001340	etr-1	T01D1.2e.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2281	WBGene00001340	etr-1	T01D1.2e.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2282	WBGene00001340	etr-1	T01D1.2e.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2283	WBGene00001340	etr-1	T01D1.2e.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2284	WBGene00001340	etr-1	T01D1.2e.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2285	WBGene00001340	etr-1	T01D1.2f.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2286	WBGene00001340	etr-1	T01D1.2f.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2287	WBGene00001340	etr-1	T01D1.2f.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2288	WBGene00001340	etr-1	T01D1.2f.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2289	WBGene00001340	etr-1	T01D1.2f.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2290	WBGene00001340	etr-1	T01D1.2g.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2291	WBGene00001340	etr-1	T01D1.2g.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2292	WBGene00001340	etr-1	T01D1.2g.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2293	WBGene00001340	etr-1	T01D1.2g.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2294	WBGene00001340	etr-1	T01D1.2g.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2295	WBGene00001340	etr-1	T01D1.2l.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2296	WBGene00001340	etr-1	T01D1.2l.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2297	WBGene00001340	etr-1	T01D1.2l.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2298	WBGene00001340	etr-1	T01D1.2l.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2299	WBGene00001340	etr-1	T01D1.2l.5	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2300	WBGene00001340	etr-1	T01D1.2m.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2301	WBGene00001340	etr-1	T01D1.2m.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2302	WBGene00001340	etr-1	T01D1.2m.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2303	WBGene00001340	etr-1	T01D1.2m.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2304	WBGene00001340	etr-1	T01D1.2n.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2305	WBGene00001340	etr-1	T01D1.2n.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2306	WBGene00001340	etr-1	T01D1.2n.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2307	WBGene00001340	etr-1	T01D1.2n.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2308	WBGene00001340	etr-1	T01D1.2o.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2309	WBGene00001340	etr-1	T01D1.2o.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2310	WBGene00001340	etr-1	T01D1.2o.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2311	WBGene00001340	etr-1	T01D1.2o.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2312	WBGene00001340	etr-1	T01D1.2p.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2313	WBGene00001340	etr-1	T01D1.2p.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2314	WBGene00001340	etr-1	T01D1.2p.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2315	WBGene00001340	etr-1	T01D1.2p.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2316	WBGene00001340	etr-1	T01D1.2q.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2317	WBGene00001340	etr-1	T01D1.2q.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2318	WBGene00001340	etr-1	T01D1.2q.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2319	WBGene00001340	etr-1	T01D1.2q.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2320	WBGene00001340	etr-1	T01D1.2r.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2321	WBGene00001340	etr-1	T01D1.2r.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2322	WBGene00001340	etr-1	T01D1.2r.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2323	WBGene00001340	etr-1	T01D1.2r.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2324	WBGene00001340	etr-1	T01D1.2s.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2325	WBGene00001340	etr-1	T01D1.2s.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2326	WBGene00001340	etr-1	T01D1.2s.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2327	WBGene00001340	etr-1	T01D1.2s.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2328	WBGene00001340	etr-1	T01D1.2t.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2329	WBGene00001340	etr-1	T01D1.2t.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2330	WBGene00001340	etr-1	T01D1.2t.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2331	WBGene00001340	etr-1	T01D1.2t.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2332	WBGene00001340	etr-1	T01D1.2u.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2333	WBGene00001340	etr-1	T01D1.2u.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2334	WBGene00001340	etr-1	T01D1.2u.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2335	WBGene00001340	etr-1	T01D1.2u.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2336	WBGene00001340	etr-1	T01D1.2v.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2337	WBGene00001340	etr-1	T01D1.2v.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2338	WBGene00001340	etr-1	T01D1.2v.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2339	WBGene00001340	etr-1	T01D1.2v.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2340	WBGene00001340	etr-1	T01D1.2w.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2341	WBGene00001340	etr-1	T01D1.2w.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2342	WBGene00001340	etr-1	T01D1.2w.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2343	WBGene00001340	etr-1	T01D1.2w.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2344	WBGene00001340	etr-1	T01D1.2x.1	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2345	WBGene00001340	etr-1	T01D1.2x.2	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2346	WBGene00001340	etr-1	T01D1.2x.3	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2347	WBGene00001340	etr-1	T01D1.2x.4	ELAV-Type RNA binding-protein family  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AR37]	II	162374	170628	1
2348	WBGene00001345	fos-1	F29G9.4a.1	Transcription factor fos-1  [Source:UniProtKB/Swiss-Prot;Acc:G5ECG2]	V	6003601	6016087	1
2349	WBGene00001345	fos-1	F29G9.4b.1	Transcription factor fos-1  [Source:UniProtKB/Swiss-Prot;Acc:G5ECG2]	V	6003601	6016087	1
2350	WBGene00001352	evl-14	H38K22.1.1		III	4303096	4313128	-1
2351	WBGene00001358	evl-20	F22B5.1.1	ADP-ribosylation factor-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q19705]	II	8444307	8445177	1
2352	WBGene00001362	exc-1	C46E1.3.1		X	15470795	15477402	-1
2353	WBGene00001365	exc-4	Y105E8A.22.1	Chloride intracellular channel exc-4  [Source:UniProtKB/Swiss-Prot;Acc:Q8WQA4]	I	14511431	14518719	-1
2354	WBGene00001366	exc-5	C33D9.1b.1	Putative GDP-GTP exchange factor; Rho guanine nucleotide exchange factor FGD-1  [Source:UniProtKB/TrEMBL;Acc:G5ECM5]	IV	8799089	8813539	-1
2355	WBGene00001366	exc-5	C33D9.1c.1	Putative GDP-GTP exchange factor; Rho guanine nucleotide exchange factor FGD-1  [Source:UniProtKB/TrEMBL;Acc:G5ECM5]	IV	8799089	8813539	-1
2356	WBGene00001366	exc-5	C33D9.1d.1	Putative GDP-GTP exchange factor; Rho guanine nucleotide exchange factor FGD-1  [Source:UniProtKB/TrEMBL;Acc:G5ECM5]	IV	8799089	8813539	-1
2357	WBGene00001368	exc-7	F35H8.5.1		II	9575971	9581490	1
2358	WBGene00001371	exl-1	F26H11.5.1	Chloride intracellular channel exl-1  [Source:UniProtKB/Swiss-Prot;Acc:O45405]	II	14412201	14413516	-1
2359	WBGene00001371	exl-1	F26H11.5.2	Chloride intracellular channel exl-1  [Source:UniProtKB/Swiss-Prot;Acc:O45405]	II	14412201	14413516	-1
2360	WBGene00001372	exo-3	R09B3.1a.1	DNA-(apurinic or apyrimidinic site) lyase  [Source:UniProtKB/TrEMBL;Acc:Q564V5]	I	11907571	11909280	-1
2361	WBGene00001372	exo-3	R09B3.1a.2	DNA-(apurinic or apyrimidinic site) lyase  [Source:UniProtKB/TrEMBL;Acc:Q564V5]	I	11907571	11909280	-1
2362	WBGene00001372	exo-3	R09B3.1b.1	DNA-(apurinic or apyrimidinic site) lyase  [Source:UniProtKB/TrEMBL;Acc:Q564V5]	I	11907571	11909280	-1
2363	WBGene00001373	exp-1	H35N03.1.1	Gamma-aminobutyric acid receptor exp-1  [Source:UniProtKB/Swiss-Prot;Acc:G5ECJ0]	II	6157167	6161094	-1
2364	WBGene00001374	exp-2	F12F3.1a.1		V	6139836	6143548	1
2365	WBGene00001374	exp-2	F12F3.1b.1		V	6139836	6143548	1
2366	WBGene00001374	exp-2	F12F3.1c.1		V	6139836	6143548	1
2367	WBGene00001374	exp-2	F12F3.1d.1		V	6139836	6143548	1
2368	WBGene00001377	eya-1	C49A1.4a.1	Eyes absent homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:O17670]	I	14220783	14231360	-1
2369	WBGene00001377	eya-1	C49A1.4b.1	Eyes absent homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:O17670]	I	14220783	14231360	-1
2370	WBGene00001385	far-1	F02A9.2a.1	Fatty-acid and retinol-binding protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P34382]	III	9080371	9081179	-1
2371	WBGene00001385	far-1	F02A9.2b.1	Fatty-acid and retinol-binding protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P34382]	III	9080371	9081179	-1
2372	WBGene00001386	far-2	F02A9.3.1	Fatty-acid and retinol-binding protein 2  [Source:UniProtKB/Swiss-Prot;Acc:P34383]	III	9081679	9082511	1
2373	WBGene00001386	far-2	F02A9.3.2	Fatty-acid and retinol-binding protein 2  [Source:UniProtKB/Swiss-Prot;Acc:P34383]	III	9081679	9082511	1
